[Header]
Application Name	LCsolution
Version	1.25
Data File Name	D:\cz\DYL\20200308\EMgrids.lcd
Output Date	2020/6/28
Output Time	16:20:39

[File Information]
Type	Data File
Generated	2020/3/8 16:54:47
Generated by	Admin
Modified	2020/3/8 17:43:20
Modified by	Admin

[Sample Information]
Operator Name	Admin
Acquired	2020/3/8 16:55:14
Sample Type	0:Unknown
Level	0
Sample Name	1
Sample ID	1
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	5
Injection Volume	40

[Original Files]
Data File	D:\cz\DYL\20200308\EMgrids.lcd
Method File	C:\Users\HPLC\Desktop\method file\method_Yan\TRP11.lcm
Batch File	D:\cz\Yan\0307nhechp1\20200307batch.lcb
Report Format File	d:\program\LC solution\LCsolution\System\Default.lcr
Tuning File	

[File Description]


[Configuration]
# of Detectors	1
Detector ID	Detector A
Detector Name	Detector A
# of Channels	1

[Peak Table(Detector A-Ch1)]
# of Peaks	362
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Conc. %	Norm Conc.
19.04167	-1671
19.05000	-2481
19.05833	-2749
19.06667	-2532
19.07500	-2336
19.08333	-2145
19.09167	-2045
19.10000	-2321
19.10833	-2423
19.11667	-2474
19.12500	-1709
19.13333	-1329
19.14167	-787
19.15000	-901
19.15833	-849
19.16667	-514
19.17500	-550
19.18333	-1115
19.19167	-1648
19.20000	-2095
19.20833	-1956
19.21667	-1472
19.22500	-959
19.23333	-890
19.24167	-980
19.25000	-75
19.25833	896
19.26667	1175
19.27500	1300
19.28333	1378
19.29167	1212
19.30000	566
19.30833	27
19.31667	513
19.32500	461
19.33333	332
19.34167	-140
19.35000	-758
19.35833	-484
19.36667	-240
19.37500	-84
19.38333	223
19.39167	558
19.40000	60
19.40833	-550
19.41667	-850
19.42500	-581
19.43333	-112
19.44167	437
19.45000	1325
19.45833	1978
19.46667	2211
19.47500	2284
19.48333	2460
19.49167	2701
19.50000	2979
19.50833	2795
19.51667	2669
19.52500	2357
19.53333	2026
19.54167	1944
19.55000	1705
19.55833	1886
19.56667	2153
19.57500	1846
19.58333	1407
19.59167	1368
19.60000	1845
19.60833	2339
19.61667	2737
19.62500	3097
19.63333	3092
19.64167	3009
19.65000	3265
19.65833	3135
19.66667	3144
19.67500	3438
19.68333	3240
19.69167	3231
19.70000	2657
19.70833	1899
19.71667	2381
19.72500	2646
19.73333	2200
19.74167	1875
19.75000	2262
19.75833	2632
19.76667	3886
19.77500	4998
19.78333	5380
19.79167	4870
19.80000	4845
19.80833	4936
19.81667	4600
19.82500	4539
19.83333	5084
19.84167	5813
19.85000	6338
19.85833	6377
19.86667	6101
19.87500	6103
19.88333	5632
19.89167	5133
19.90000	5318
19.90833	5658
19.91667	5507
19.92500	5129
19.93333	4654
19.94167	5051
19.95000	5649
19.95833	5733
19.96667	6084
19.97500	6552
19.98333	6885
19.99167	6500
20.00000	6043
20.00833	6005
20.01667	5629
20.02500	5377
20.03333	6068
20.04167	6772
20.05000	7452
20.05833	8385
20.06667	8942
20.07500	9279
20.08333	8942
20.09167	8799
20.10000	8699
20.10833	8593
20.11667	8811
20.12500	8976
20.13333	8954
20.14167	9302
20.15000	9729
20.15833	9942
20.16667	10031
20.17500	9876
20.18333	9348
20.19167	9506
20.20000	9593
20.20833	9812
20.21667	10312
20.22500	10835
20.23333	10661
20.24167	9879
20.25000	9517
20.25833	9566
20.26667	9871
20.27500	9941
20.28333	10131
20.29167	10306
20.30000	10654
20.30833	11790
20.31667	12006
20.32500	11961
20.33333	11821
20.34167	12029
20.35000	11867
20.35833	11596
20.36667	11567
20.37500	11233
20.38333	11428
20.39167	11459
20.40000	11541
20.40833	12052
20.41667	11833
20.42500	12002
20.43333	12915
20.44167	13635
20.45000	13772
20.45833	13913
20.46667	13584
20.47500	13337
20.48333	13304
20.49167	13605
20.50000	14193
20.50833	14285
20.51667	14179
20.52500	13780
20.53333	13636
20.54167	13832
20.55000	14493
20.55833	15322
20.56667	15423
20.57500	15024
20.58333	15481
20.59167	16038
20.60000	15768
20.60833	15413
20.61667	14852
20.62500	14987
20.63333	15687
20.64167	16534
20.65000	16852
20.65833	16817
20.66667	17277
20.67500	17380
20.68333	17318
20.69167	17186
20.70000	17072
20.70833	16911
20.71667	17004
20.72500	17114
20.73333	17302
20.74167	17246
20.75000	17441
20.75833	17582
20.76667	17615
20.77500	17603
20.78333	17367
20.79167	17474
20.80000	17880
20.80833	18022
20.81667	18382
20.82500	18430
20.83333	18239
20.84167	18246
20.85000	18573
20.85833	18627
20.86667	18649
20.87500	18949
20.88333	19072
20.89167	18966
20.90000	18667
20.90833	18741
20.91667	19400
20.92500	20159
20.93333	20438
20.94167	20380
20.95000	20411
20.95833	20965
20.96667	21120
20.97500	21741
20.98333	22160
20.99167	22384
21.00000	22000
21.00833	21657
21.01667	22066
21.02500	22445
21.03333	22661
21.04167	23007
21.05000	22982
21.05833	22923
21.06667	22364
21.07500	22143
21.08333	22446
21.09167	23271
21.10000	23503
21.10833	23641
21.11667	23957
21.12500	24202
21.13333	24491
21.14167	24462
21.15000	24296
21.15833	24493
21.16667	24812
21.17500	24867
21.18333	24701
21.19167	25332
21.20000	25775
21.20833	25897
21.21667	26614
21.22500	27522
21.23333	27843
21.24167	28154
21.25000	27696
21.25833	27574
21.26667	27047
21.27500	27162
21.28333	27807
21.29167	28313
21.30000	28045
21.30833	27696
21.31667	28194
21.32500	28934
21.33333	29686
21.34167	29978
21.35000	29885
21.35833	29438
21.36667	29469
21.37500	29607
21.38333	29727
21.39167	30010
21.40000	30962
21.40833	31300
21.41667	30767
21.42500	30373
21.43333	29979
21.44167	29872
21.45000	30350
21.45833	30918
21.46667	31793
21.47500	32735
21.48333	34047
21.49167	35000
21.50000	35368
21.50833	35454
21.51667	34947
21.52500	35033
21.53333	35066
21.54167	35198
21.55000	35180
21.55833	35275
21.56667	35630
21.57500	35467
21.58333	35723
21.59167	36464
21.60000	37256
21.60833	37704
21.61667	38500
21.62500	38760
21.63333	38859
21.64167	38479
21.65000	38143
21.65833	38198
21.66667	38654
21.67500	39277
21.68333	39633
21.69167	39993
21.70000	40236
21.70833	40071
21.71667	40336
21.72500	40737
21.73333	40918
21.74167	41044
21.75000	41134
21.75833	40956
21.76667	41010
21.77500	40461
21.78333	40759
21.79167	40913
21.80000	40854
21.80833	40585
21.81667	40776
21.82500	41477
21.83333	41867
21.84167	42228
21.85000	43124
21.85833	43872
21.86667	43854
21.87500	44077
21.88333	44807
21.89167	44646
21.90000	44803
21.90833	45158
21.91667	45373
21.92500	45467
21.93333	45244
21.94167	45934
21.95000	46766
21.95833	47177
21.96667	47563
21.97500	47475
21.98333	47539
21.99167	47614
22.00000	47849
22.00833	48331
22.01667	48284
22.02500	48226
22.03333	48170
22.04167	48314
22.05000	48403
22.05833	48950
22.06667	49904
22.07500	50589
22.08333	50787
22.09167	50549
22.10000	50127
22.10833	50061
22.11667	50155
22.12500	50549
22.13333	51889
22.14167	52569
22.15000	52141
22.15833	51797
22.16667	51783
22.17500	52458
22.18333	52766
22.19167	53748
22.20000	54519
22.20833	54656
22.21667	54693
22.22500	54921
22.23333	55219
22.24167	55518
22.25000	55729
22.25833	56240
22.26667	57114
22.27500	57799
22.28333	58130
22.29167	58607
22.30000	58312
22.30833	58270
22.31667	58003
22.32500	57754
22.33333	57788
22.34167	58396
22.35000	58966
22.35833	59812
22.36667	60234
22.37500	60516
22.38333	60872
22.39167	60982
22.40000	60192
22.40833	59752
22.41667	60044
22.42500	60693
22.43333	61891
22.44167	62391
22.45000	62000
22.45833	62287
22.46667	62763
22.47500	63230
22.48333	63263
22.49167	63585
22.50000	64602
22.50833	65126
22.51667	65376
22.52500	65911
22.53333	65605
22.54167	64910
22.55000	65095
22.55833	65401
22.56667	65663
22.57500	66689
22.58333	67169
22.59167	67532
22.60000	68189
22.60833	68636
22.61667	68238
22.62500	68168
22.63333	68920
22.64167	69871
22.65000	71109
22.65833	71910
22.66667	72209
22.67500	71844
22.68333	71436
22.69167	71334
22.70000	71719
22.70833	72015
22.71667	72917
22.72500	73994
22.73333	74609
22.74167	74669
22.75000	74693
22.75833	74732
22.76667	74654
22.77500	74630
22.78333	75239
22.79167	75708
22.80000	76199
22.80833	76795
22.81667	77421
22.82500	78238
22.83333	79083
22.84167	79869
22.85000	80373
22.85833	80665
22.86667	81384
22.87500	81319
22.88333	81521
22.89167	81594
22.90000	81545
22.90833	82357
22.91667	83151
22.92500	83385
22.93333	84102
22.94167	84813
22.95000	85882
22.95833	86731
22.96667	86946
22.97500	87413
22.98333	88509
22.99167	89197
23.00000	89386
23.00833	89612
23.01667	89794
23.02500	90040
23.03333	90746
23.04167	91396
23.05000	92059
23.05833	92509
23.06667	93207
23.07500	93729
23.08333	93673
23.09167	94101
23.10000	94735
23.10833	94853
23.11667	95406
23.12500	95953
23.13333	96620
23.14167	97273
23.15000	97680
23.15833	98392
23.16667	98880
23.17500	99230
23.18333	99653
23.19167	100543
23.20000	101459
23.20833	101739
23.21667	101764
23.22500	102369
23.23333	103135
23.24167	103803
23.25000	104150
23.25833	105015
23.26667	105785
23.27500	106901
23.28333	107998
23.29167	108905
23.30000	109836
23.30833	110677
23.31667	111425
23.32500	111991
23.33333	112600
23.34167	113598
23.35000	114633
23.35833	115171
23.36667	115551
23.37500	115889
23.38333	116139
23.39167	117078
23.40000	117905
23.40833	118526
23.41667	118890
23.42500	119199
23.43333	120065
23.44167	121040
23.45000	122307
23.45833	123918
23.46667	125060
23.47500	126140
23.48333	127247
23.49167	128358
23.50000	128973
23.50833	129508
23.51667	129754
23.52500	129984
23.53333	131508
23.54167	132621
23.55000	133212
23.55833	134116
23.56667	135354
23.57500	136773
23.58333	137650
23.59167	138581
23.60000	139923
23.60833	140644
23.61667	141662
23.62500	143388
23.63333	144409
23.64167	145823
23.65000	147820
23.65833	149285
23.66667	150655
23.67500	151788
23.68333	152390
23.69167	152690
23.70000	153124
23.70833	154125
23.71667	155571
23.72500	156930
23.73333	158158
23.74167	159970
23.75000	161498
23.75833	163102
23.76667	164881
23.77500	166280
23.78333	166678
23.79167	166769
23.80000	167537
23.80833	169082
23.81667	170980
23.82500	173367
23.83333	174976
23.84167	176171
23.85000	177913
23.85833	179539
23.86667	180315
23.87500	181214
23.88333	182230
23.89167	183570
23.90000	184841
23.90833	186405
23.91667	188484
23.92500	190318
23.93333	192216
23.94167	193737
23.95000	195428
23.95833	196767
23.96667	198229
23.97500	199702
23.98333	201754
23.99167	203348
24.00000	205256
24.00833	207152
24.01667	208518
24.02500	210382
24.03333	211962
24.04167	213115
24.05000	214329
24.05833	215489
24.06667	217471
24.07500	219639
24.08333	221256
24.09167	223049
24.10000	224627
24.10833	226744
24.11667	228724
24.12500	230265
24.13333	232101
24.14167	234156
24.15000	236205
24.15833	238239
24.16667	240243
24.17500	242612
24.18333	244456
24.19167	246289
24.20000	248534
24.20833	250524
24.21667	251954
24.22500	253340
24.23333	255268
24.24167	257021
24.25000	258327
24.25833	259883
24.26667	262148
24.27500	264628
24.28333	267002
24.29167	268777
24.30000	269735
24.30833	271477
24.31667	273424
24.32500	274586
24.33333	276451
24.34167	278877
24.35000	281128
24.35833	282782
24.36667	284119
24.37500	285725
24.38333	287750
24.39167	290232
24.40000	292298
24.40833	293194
24.41667	294527
24.42500	296417
24.43333	298715
24.44167	300607
24.45000	303389
24.45833	305888
24.46667	307873
24.47500	309033
24.48333	310420
24.49167	311915
24.50000	313100
24.50833	314608
24.51667	317014
24.52500	319838
24.53333	322903
24.54167	324496
24.55000	325536
24.55833	326198
24.56667	327495
24.57500	329534
24.58333	331901
24.59167	334666
24.60000	336580
24.60833	338362
24.61667	340059
24.62500	340986
24.63333	342046
24.64167	342972
24.65000	344270
24.65833	345822
24.66667	347679
24.67500	350282
24.68333	352610
24.69167	353262
24.70000	353949
24.70833	355193
24.71667	356845
24.72500	358239
24.73333	359688
24.74167	360994
24.75000	362996
24.75833	364701
24.76667	365833
24.77500	367602
24.78333	369526
24.79167	370939
24.80000	372403
24.80833	373939
24.81667	375016
24.82500	375494
24.83333	376441
24.84167	378130
24.85000	379723
24.85833	380887
24.86667	382004
24.87500	383045
24.88333	384422
24.89167	385653
24.90000	386390
24.90833	387586
24.91667	388755
24.92500	389453
24.93333	389830
24.94167	391043
24.95000	391987
24.95833	392475
24.96667	393196
24.97500	394860
24.98333	395522
24.99167	395596
25.00000	396297
25.00833	397441
25.01667	399030
25.02500	399808
25.03333	400291
25.04167	400691
25.05000	401346
25.05833	402216
25.06667	402861
25.07500	402959
25.08333	403076
25.09167	403024
25.10000	403035
25.10833	403581
25.11667	404178
25.12500	404457
25.13333	404271
25.14167	404609
25.15000	405521
25.15833	406513
25.16667	406762
25.17500	406743
25.18333	406196
25.19167	405857
25.20000	405891
25.20833	406185
25.21667	406011
25.22500	406045
25.23333	406576
25.24167	406453
25.25000	405646
25.25833	405380
25.26667	406098
25.27500	406605
25.28333	406525
25.29167	406429
25.30000	406242
25.30833	405697
25.31667	405008
25.32500	404720
25.33333	404620
25.34167	404379
25.35000	404054
25.35833	403773
25.36667	403118
25.37500	402243
25.38333	401539
25.39167	401154
25.40000	400997
25.40833	399934
25.41667	398846
25.42500	398121
25.43333	397930
25.44167	397882
25.45000	397750
25.45833	397812
25.46667	397124
25.47500	396022
25.48333	394944
25.49167	393653
25.50000	392103
25.50833	391119
25.51667	390798
25.52500	391168
25.53333	391058
25.54167	390290
25.55000	389158
25.55833	388602
25.56667	387828
25.57500	387355
25.58333	386743
25.59167	385258
25.60000	383719
25.60833	382341
25.61667	381065
25.62500	380349
25.63333	379639
25.64167	378484
25.65000	377309
25.65833	376317
25.66667	375607
25.67500	374807
25.68333	373975
25.69167	373344
25.70000	373007
25.70833	372229
25.71667	370112
25.72500	368083
25.73333	366893
25.74167	365719
25.75000	364609
25.75833	362913
25.76667	360606
25.77500	359353
25.78333	358663
25.79167	358189
25.80000	357559
25.80833	355905
25.81667	354754
25.82500	353832
25.83333	352361
25.84167	351168
25.85000	349445
25.85833	348156
25.86667	347156
25.87500	346128
25.88333	345215
25.89167	344643
25.90000	343842
25.90833	342685
25.91667	341464
25.92500	339671
25.93333	338117
25.94167	336942
25.95000	335676
25.95833	334756
25.96667	333338
25.97500	331186
25.98333	329793
25.99167	329415
26.00000	328596
26.00833	327053
26.01667	325898
26.02500	325052
26.03333	323699
26.04167	322444
26.05000	321245
26.05833	319441
26.06667	317866
26.07500	316224
26.08333	315514
26.09167	314869
26.10000	313463
26.10833	311572
26.11667	310180
26.12500	309329
26.13333	308621
26.14167	307795
26.15000	306059
26.15833	304324
26.16667	302621
26.17500	301110
26.18333	299945
26.19167	299400
26.20000	298460
26.20833	297009
26.21667	295703
26.22500	294884
26.23333	294427
26.24167	293442
26.25000	292682
26.25833	291606
26.26667	290509
26.27500	289219
26.28333	287577
26.29167	285709
26.30000	285268
26.30833	284773
26.31667	283904
26.32500	283102
26.33333	282351
26.34167	281386
26.35000	279649
26.35833	278584
26.36667	277613
26.37500	276440
26.38333	275220
26.39167	274282
26.40000	272711
26.40833	271198
26.41667	270809
26.42500	270056
26.43333	269269
26.44167	268316
26.45000	267482
26.45833	266353
26.46667	264656
26.47500	263054
26.48333	262119
26.49167	261577
26.50000	261005
26.50833	259930
26.51667	258799
26.52500	257898
26.53333	257017
26.54167	256342
26.55000	255753
26.55833	255182
26.56667	254152
26.57500	252706
26.58333	251327
26.59167	250743
26.60000	250642
26.60833	250080
26.61667	249531
26.62500	248350
26.63333	247352
26.64167	246335
26.65000	245491
26.65833	243981
26.66667	243256
26.67500	243255
26.68333	242641
26.69167	241560
26.70000	240919
26.70833	240207
26.71667	239124
26.72500	238001
26.73333	237392
26.74167	237085
26.75000	236567
26.75833	236063
26.76667	234868
26.77500	233946
26.78333	233378
26.79167	232540
26.80000	231731
26.80833	230260
26.81667	229857
26.82500	229426
26.83333	228907
26.84167	227864
26.85000	227083
26.85833	226460
26.86667	225600
26.87500	225233
26.88333	224487
26.89167	223754
26.90000	223197
26.90833	222594
26.91667	221845
26.92500	221247
26.93333	220726
26.94167	220143
26.95000	219982
26.95833	219712
26.96667	218830
26.97500	218419
26.98333	217539
26.99167	216825
27.00000	216349
27.00833	215718
27.01667	214802
27.02500	214131
27.03333	213371
27.04167	212856
27.05000	212338
27.05833	211667
27.06667	210782
27.07500	210003
27.08333	208978
27.09167	208313
27.10000	208159
27.10833	208097
27.11667	207747
27.12500	207197
27.13333	206251
27.14167	206577
27.15000	207015
27.15833	207191
27.16667	206425
27.17500	205287
27.18333	204713
27.19167	203895
27.20000	203427
27.20833	203263
27.21667	202575
27.22500	201940
27.23333	201684
27.24167	201345
27.25000	200935
27.25833	200621
27.26667	200632
27.27500	200475
27.28333	200270
27.29167	199736
27.30000	199052
27.30833	197869
27.31667	196792
27.32500	196349
27.33333	196110
27.34167	195989
27.35000	196025
27.35833	195701
27.36667	195385
27.37500	194667
27.38333	194485
27.39167	194112
27.40000	193966
27.40833	194178
27.41667	194019
27.42500	193604
27.43333	192692
27.44167	191966
27.45000	191644
27.45833	191179
27.46667	190400
27.47500	189632
27.48333	189860
27.49167	189970
27.50000	190131
27.50833	190155
27.51667	189928
27.52500	189058
27.53333	188159
27.54167	188015
27.55000	188286
27.55833	188341
27.56667	188117
27.57500	188038
27.58333	188038
27.59167	187590
27.60000	186703
27.60833	186245
27.61667	186064
27.62500	187051
27.63333	187276
27.64167	186711
27.65000	186055
27.65833	185082
27.66667	184053
27.67500	183233
27.68333	183399
27.69167	183685
27.70000	183591
27.70833	184000
27.71667	183906
27.72500	183305
27.73333	183138
27.74167	182785
27.75000	182307
27.75833	181692
27.76667	181331
27.77500	181274
27.78333	181416
27.79167	181397
27.80000	180640
27.80833	179951
27.81667	179985
27.82500	180155
27.83333	179375
27.84167	178715
27.85000	178106
27.85833	177712
27.86667	177279
27.87500	176737
27.88333	176606
27.89167	176463
27.90000	175984
27.90833	175536
27.91667	175455
27.92500	174900
27.93333	173566
27.94167	172473
27.95000	171727
27.95833	171769
27.96667	172002
27.97500	172493
27.98333	173470
27.99167	173991
28.00000	173374
28.00833	172306
28.01667	171528
28.02500	170682
28.03333	169937
28.04167	169366
28.05000	168930
28.05833	168821
28.06667	168928
28.07500	168401
28.08333	167575
28.09167	167130
28.10000	167774
28.10833	168550
28.11667	168050
28.12500	167008
28.13333	166360
28.14167	165807
28.15000	165418
28.15833	165412
28.16667	164783
28.17500	164063
28.18333	164007
28.19167	164006
28.20000	164202
28.20833	164128
28.21667	163434
28.22500	162627
28.23333	161338
28.24167	160476
28.25000	160307
28.25833	159885
28.26667	160124
28.27500	160517
28.28333	160185
28.29167	159066
28.30000	158017
28.30833	156970
28.31667	156344
28.32500	156143
28.33333	156040
28.34167	156391
28.35000	156574
28.35833	156132
28.36667	155281
28.37500	154794
28.38333	154245
28.39167	153979
28.40000	154002
28.40833	153951
28.41667	153703
28.42500	152993
28.43333	152318
28.44167	151770
28.45000	151812
28.45833	152317
28.46667	152307
28.47500	151108
28.48333	149844
28.49167	149409
28.50000	149099
28.50833	148844
28.51667	149219
28.52500	149428
28.53333	149235
28.54167	148973
28.55000	148784
28.55833	148331
28.56667	147338
28.57500	145930
28.58333	145158
28.59167	145177
28.60000	145618
28.60833	146113
28.61667	146649
28.62500	146299
28.63333	145474
28.64167	144969
28.65000	144847
28.65833	144013
28.66667	143007
28.67500	142726
28.68333	142466
28.69167	142152
28.70000	141235
28.70833	140824
28.71667	140798
28.72500	140122
28.73333	139654
28.74167	139298
28.75000	139593
28.75833	139529
28.76667	138559
28.77500	138221
28.78333	138074
28.79167	137736
28.80000	137331
28.80833	136661
28.81667	136634
28.82500	136971
28.83333	137637
28.84167	137618
28.85000	136595
28.85833	135750
28.86667	135732
28.87500	135783
28.88333	135646
28.89167	134698
28.90000	133852
28.90833	133313
28.91667	133610
28.92500	133717
28.93333	132923
28.94167	132321
28.95000	132250
28.95833	132586
28.96667	132742
28.97500	132512
28.98333	131626
28.99167	130461
29.00000	130002
29.00833	130142
29.01667	130306
29.02500	130351
29.03333	130494
29.04167	130457
29.05000	130129
29.05833	129935
29.06667	129728
29.07500	128877
29.08333	127581
29.09167	127165
29.10000	127610
29.10833	127506
29.11667	126643
29.12500	126468
29.13333	126618
29.14167	126739
29.15000	126375
29.15833	125859
29.16667	125289
29.17500	124603
29.18333	124466
29.19167	124508
29.20000	123877
29.20833	123454
29.21667	123340
29.22500	122774
29.23333	122522
29.24167	122618
29.25000	122692
29.25833	122727
29.26667	122934
29.27500	122490
29.28333	121768
29.29167	121015
29.30000	120853
29.30833	120914
29.31667	120839
29.32500	120813
29.33333	120884
29.34167	120648
29.35000	120016
29.35833	119388
29.36667	119573
29.37500	119345
29.38333	119233
29.39167	119108
29.40000	118883
29.40833	118531
29.41667	117626
29.42500	117201
29.43333	116781
29.44167	116667
29.45000	116405
29.45833	115678
29.46667	115386
29.47500	116119
29.48333	116850
29.49167	117102
29.50000	116975
29.50833	116429
29.51667	115576
29.52500	114760
29.53333	114817
29.54167	114945
29.55000	114928
29.55833	114775
29.56667	114441
29.57500	113887
29.58333	113622
29.59167	113848
29.60000	114428
29.60833	114361
29.61667	113969
29.62500	113704
29.63333	113605
29.64167	113941
29.65000	114050
29.65833	113718
29.66667	113601
29.67500	113281
29.68333	113307
29.69167	113377
29.70000	113559
29.70833	113123
29.71667	112923
29.72500	112638
29.73333	112244
29.74167	111932
29.75000	112338
29.75833	112051
29.76667	112038
29.77500	112558
29.78333	112627
29.79167	112215
29.80000	112257
29.80833	112495
29.81667	112190
29.82500	111959
29.83333	112266
29.84167	112911
29.85000	113088
29.85833	112440
29.86667	111424
29.87500	110666
29.88333	109684
29.89167	109375
29.90000	109842
29.90833	110112
29.91667	110285
29.92500	110422
29.93333	109854
29.94167	109817
29.95000	109944
29.95833	110473
29.96667	111016
29.97500	110862
29.98333	109854
29.99167	109741
30.00000	110223
30.00833	110890
30.01667	111011
30.02500	110922
30.03333	110981
30.04167	111106
30.05000	110708
30.05833	110235
30.06667	109888
30.07500	109868
30.08333	110043
30.09167	109954
30.10000	110335
30.10833	110563
30.11667	110688
30.12500	111010
30.13333	111121
30.14167	111024
30.15000	111169
30.15833	111655
30.16667	111423
30.17500	110572
30.18333	110255
30.19167	110208
30.20000	110632
30.20833	110644
30.21667	110900
30.22500	112016
30.23333	113043
30.24167	113630
30.25000	113574
30.25833	113398
30.26667	113111
30.27500	112702
30.28333	112716
30.29167	112976
30.30000	113799
30.30833	114737
30.31667	115068
30.32500	114370
30.33333	113838
30.34167	113871
30.35000	113426
30.35833	113037
30.36667	113042
30.37500	113824
30.38333	114589
30.39167	114141
30.40000	113933
30.40833	114579
30.41667	115407
30.42500	116119
30.43333	116260
30.44167	116173
30.45000	116619
30.45833	116410
30.46667	115328
30.47500	115047
30.48333	115575
30.49167	116208
30.50000	117184
30.50833	118296
30.51667	118771
30.52500	118547
30.53333	118524
30.54167	117782
30.55000	117399
30.55833	118081
30.56667	118447
30.57500	118041
30.58333	118455
30.59167	118565
30.60000	118595
30.60833	119029
30.61667	119832
30.62500	120153
30.63333	120186
30.64167	120581
30.65000	120498
30.65833	120901
30.66667	121400
30.67500	121397
30.68333	121323
30.69167	121112
30.70000	121147
30.70833	121281
30.71667	121773
30.72500	122286
30.73333	122258
30.74167	122021
30.75000	122203
30.75833	122368
30.76667	122820
30.77500	123556
30.78333	124634
30.79167	125250
30.80000	124993
30.80833	124666
30.81667	124292
30.82500	124394
30.83333	124575
30.84167	124558
30.85000	124570
30.85833	124696
30.86667	125241
30.87500	124752
30.88333	124158
30.89167	123452
30.90000	123021
30.90833	123032
30.91667	122670
30.92500	122592
30.93333	122739
30.94167	122887
30.95000	123034
30.95833	123631
30.96667	124393
30.97500	125242
30.98333	125317
30.99167	124912
31.00000	124509
31.00833	123748
31.01667	123570
31.02500	123299
31.03333	123521
31.04167	123830
31.05000	124070
31.05833	124347
31.06667	124466
31.07500	124870
31.08333	124769
31.09167	124561
31.10000	123619
31.10833	123094
31.11667	123221
31.12500	123229
31.13333	122514
31.14167	121944
31.15000	122008
31.15833	121613
31.16667	121229
31.17500	121374
31.18333	120950
31.19167	120293
31.20000	120088
31.20833	120221
31.21667	120443
31.22500	121027
31.23333	120469
31.24167	119355
31.25000	119215
31.25833	119388
31.26667	119304
31.27500	119444
31.28333	119357
31.29167	118566
31.30000	118249
31.30833	117869
31.31667	117261
31.32500	117127
31.33333	117740
31.34167	118145
31.35000	117907
31.35833	118143
31.36667	118249
31.37500	118114
31.38333	118209
31.39167	118179
31.40000	117799
31.40833	117178
31.41667	117011
31.42500	116740
31.43333	117111
31.44167	117046
31.45000	115965
31.45833	115062
31.46667	113813
31.47500	112762
31.48333	111884
31.49167	111743
31.50000	111990
31.50833	111943
31.51667	111723
31.52500	112410
31.53333	113338
31.54167	113402
31.55000	112989
31.55833	112408
31.56667	112039
31.57500	112196
31.58333	112377
31.59167	112523
31.60000	112456
31.60833	112133
31.61667	111273
31.62500	110441
31.63333	109772
31.64167	109781
31.65000	110358
31.65833	111059
31.66667	111491
31.67500	111637
31.68333	111788
31.69167	111702
31.70000	110702
31.70833	110252
31.71667	110664
31.72500	111301
31.73333	111871
31.74167	111896
31.75000	111104
31.75833	110320
31.76667	109945
31.77500	110288
31.78333	109847
31.79167	109359
31.80000	109872
31.80833	110482
31.81667	110341
31.82500	109831
31.83333	110205
31.84167	110956
31.85000	111228
31.85833	110832
31.86667	110762
31.87500	110805
31.88333	111515
31.89167	112163
31.90000	112116
31.90833	111799
31.91667	111567
31.92500	111654
31.93333	111871
31.94167	112134
31.95000	112172
31.95833	112525
31.96667	112218
31.97500	112135
31.98333	112178
31.99167	112842
32.00000	113179
32.00833	113041
32.01667	113126
32.02500	113454
32.03333	114084
32.04167	114515
32.05000	114466
32.05833	113943
32.06667	113790
32.07500	113850
32.08333	113797
32.09167	114019
32.10000	113980
32.10833	114543
32.11667	115031
32.12500	114769
32.13333	114396
32.14167	114275
32.15000	114268
32.15833	113992
32.16667	113757
32.17500	113324
32.18333	112833
32.19167	112438
32.20000	112316
32.20833	112281
32.21667	112264
32.22500	112393
32.23333	112585
32.24167	113064
32.25000	113178
32.25833	112470
32.26667	112409
32.27500	112639
32.28333	112012
32.29167	111564
32.30000	110772
32.30833	109969
32.31667	109942
32.32500	110599
32.33333	110000
32.34167	109032
32.35000	108336
32.35833	107825
32.36667	106888
32.37500	106245
32.38333	106043
32.39167	105964
32.40000	105327
32.40833	105344
32.41667	104961
32.42500	103543
32.43333	102634
32.44167	102122
32.45000	102160
32.45833	102193
32.46667	102041
32.47500	101087
32.48333	100142
32.49167	99466
32.50000	99101
32.50833	99252
32.51667	98731
32.52500	97265
32.53333	96232
32.54167	95569
32.55000	95501
32.55833	95322
32.56667	94794
32.57500	94429
32.58333	93993
32.59167	93340
32.60000	92757
32.60833	91791
32.61667	91350
