[Header]
Application Name	LCsolution
Version	1.25
Data File Name	D:\cz\DYL\20200308\NHE1-CHP1-cryoEM.lcd
Output Date	2020/6/28
Output Time	16:20:40

[File Information]
Type	Data File
Generated	2020/3/8 14:29:14
Generated by	Admin
Modified	2020/3/8 15:17:48
Modified by	Admin

[Sample Information]
Operator Name	Admin
Acquired	2020/3/8 14:29:40
Sample Type	0:Unknown
Level	0
Sample Name	1
Sample ID	1
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	2
Injection Volume	40

[Original Files]
Data File	D:\cz\DYL\20200308\NHE1-CHP1-cryoEM.lcd
Method File	C:\Users\HPLC\Desktop\method file\method_Yan\TRP11.lcm
Batch File	D:\cz\Yan\0307nhechp1\20200307batch.lcb
Report Format File	d:\program\LC solution\LCsolution\System\Default.lcr
Tuning File	

[File Description]


[Configuration]
# of Detectors	1
Detector ID	Detector A
Detector Name	Detector A
# of Channels	1

[Peak Table(Detector A-Ch1)]
# of Peaks	214
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Conc. %	Norm Conc.
18.80833	-1733150
18.81667	-1733123
18.82500	-1732901
18.83333	-1733173
18.84167	-1732985
18.85000	-1732823
18.85833	-1732292
18.86667	-1731896
18.87500	-1731455
18.88333	-1731253
18.89167	-1730913
18.90000	-1730370
18.90833	-1730085
18.91667	-1730063
18.92500	-1730073
18.93333	-1729800
18.94167	-1729491
18.95000	-1729705
18.95833	-1730099
18.96667	-1730304
18.97500	-1730402
18.98333	-1730387
18.99167	-1730237
19.00000	-1730415
19.00833	-1729537
19.01667	-1728389
19.02500	-1728178
19.03333	-1728125
19.04167	-1728781
19.05000	-1729409
19.05833	-1729053
19.06667	-1728916
19.07500	-1728773
19.08333	-1728342
19.09167	-1728201
19.10000	-1728610
19.10833	-1728636
19.11667	-1728236
19.12500	-1728371
19.13333	-1728136
19.14167	-1728044
19.15000	-1727829
19.15833	-1727560
19.16667	-1727068
19.17500	-1726496
19.18333	-1726385
19.19167	-1726496
19.20000	-1726790
19.20833	-1726506
19.21667	-1725751
19.22500	-1725468
19.23333	-1725609
19.24167	-1725772
19.25000	-1725985
19.25833	-1725334
19.26667	-1724630
19.27500	-1724071
19.28333	-1723750
19.29167	-1723759
19.30000	-1724203
19.30833	-1723997
19.31667	-1724155
19.32500	-1723687
19.33333	-1723907
19.34167	-1723174
19.35000	-1722311
19.35833	-1722031
19.36667	-1721878
19.37500	-1721348
19.38333	-1721284
19.39167	-1721023
19.40000	-1721464
19.40833	-1722353
19.41667	-1723302
19.42500	-1723924
19.43333	-1723062
19.44167	-1722108
19.45000	-1722076
19.45833	-1723307
19.46667	-1723639
19.47500	-1722878
19.48333	-1721876
19.49167	-1721709
19.50000	-1721515
19.50833	-1721154
19.51667	-1720867
19.52500	-1720652
19.53333	-1720896
19.54167	-1721797
19.55000	-1722329
19.55833	-1721418
19.56667	-1720345
19.57500	-1720303
19.58333	-1719922
19.59167	-1719281
19.60000	-1719080
19.60833	-1719110
19.61667	-1719536
19.62500	-1719604
19.63333	-1720219
19.64167	-1720289
19.65000	-1720183
19.65833	-1720386
19.66667	-1719697
19.67500	-1718523
19.68333	-1717823
19.69167	-1717781
19.70000	-1717924
19.70833	-1717888
19.71667	-1718434
19.72500	-1718591
19.73333	-1718632
19.74167	-1718629
19.75000	-1719065
19.75833	-1719200
19.76667	-1719911
19.77500	-1720237
19.78333	-1719398
19.79167	-1718462
19.80000	-1718416
19.80833	-1718559
19.81667	-1718792
19.82500	-1718791
19.83333	-1718961
19.84167	-1718384
19.85000	-1717775
19.85833	-1717180
19.86667	-1717413
19.87500	-1717465
19.88333	-1717979
19.89167	-1718427
19.90000	-1718517
19.90833	-1718390
19.91667	-1717312
19.92500	-1716795
19.93333	-1717198
19.94167	-1717273
19.95000	-1717609
19.95833	-1717062
19.96667	-1716477
19.97500	-1715991
19.98333	-1716168
19.99167	-1716521
20.00000	-1716559
20.00833	-1716466
20.01667	-1717158
20.02500	-1717393
20.03333	-1718107
20.04167	-1718493
20.05000	-1718563
20.05833	-1717614
20.06667	-1716776
20.07500	-1716602
20.08333	-1716984
20.09167	-1717401
20.10000	-1717585
20.10833	-1717123
20.11667	-1716454
20.12500	-1716903
20.13333	-1717410
20.14167	-1717320
20.15000	-1716861
20.15833	-1716021
20.16667	-1715746
20.17500	-1715956
20.18333	-1716641
20.19167	-1717643
20.20000	-1718676
20.20833	-1718659
20.21667	-1719020
20.22500	-1719567
20.23333	-1719575
20.24167	-1719057
20.25000	-1718266
20.25833	-1717435
20.26667	-1716595
20.27500	-1716398
20.28333	-1716811
20.29167	-1718253
20.30000	-1719161
20.30833	-1719384
20.31667	-1718887
20.32500	-1718633
20.33333	-1718278
20.34167	-1718413
20.35000	-1718828
20.35833	-1719941
20.36667	-1720924
20.37500	-1721035
20.38333	-1720639
20.39167	-1721007
20.40000	-1721636
20.40833	-1722271
20.41667	-1722745
20.42500	-1722367
20.43333	-1721871
20.44167	-1721581
20.45000	-1721251
20.45833	-1721659
20.46667	-1721787
20.47500	-1721588
20.48333	-1721808
20.49167	-1722445
20.50000	-1722619
20.50833	-1723043
20.51667	-1722988
20.52500	-1722338
20.53333	-1721644
20.54167	-1721410
20.55000	-1721368
20.55833	-1721199
20.56667	-1721788
20.57500	-1722673
20.58333	-1723405
20.59167	-1723738
20.60000	-1723493
20.60833	-1723121
20.61667	-1723061
20.62500	-1723609
20.63333	-1724166
20.64167	-1723916
20.65000	-1723728
20.65833	-1723013
20.66667	-1722005
20.67500	-1721639
20.68333	-1722211
20.69167	-1722235
20.70000	-1722164
20.70833	-1722463
20.71667	-1723852
20.72500	-1724326
20.73333	-1724219
20.74167	-1724282
20.75000	-1724543
20.75833	-1724090
20.76667	-1723817
20.77500	-1723700
20.78333	-1723981
20.79167	-1724235
20.80000	-1723796
20.80833	-1722733
20.81667	-1722645
20.82500	-1722990
20.83333	-1723135
20.84167	-1723635
20.85000	-1723957
20.85833	-1724098
20.86667	-1724822
20.87500	-1725215
20.88333	-1724897
20.89167	-1723858
20.90000	-1723534
20.90833	-1723945
20.91667	-1723978
20.92500	-1724066
20.93333	-1724940
20.94167	-1725446
20.95000	-1725078
20.95833	-1725528
20.96667	-1725951
20.97500	-1725864
20.98333	-1725578
20.99167	-1724841
21.00000	-1724556
21.00833	-1724579
21.01667	-1724687
21.02500	-1724777
21.03333	-1724784
21.04167	-1724993
21.05000	-1725490
21.05833	-1725178
21.06667	-1725007
21.07500	-1725263
21.08333	-1724831
21.09167	-1724658
21.10000	-1725016
21.10833	-1725287
21.11667	-1725695
21.12500	-1725277
21.13333	-1724900
21.14167	-1725627
21.15000	-1726580
21.15833	-1727188
21.16667	-1727294
21.17500	-1727137
21.18333	-1726850
21.19167	-1726801
21.20000	-1726902
21.20833	-1726558
21.21667	-1725748
21.22500	-1724315
21.23333	-1723228
21.24167	-1723175
21.25000	-1723582
21.25833	-1724246
21.26667	-1724880
21.27500	-1725445
21.28333	-1725103
21.29167	-1725336
21.30000	-1725686
21.30833	-1725700
21.31667	-1725466
21.32500	-1724755
21.33333	-1724989
21.34167	-1725574
21.35000	-1725418
21.35833	-1725361
21.36667	-1725766
21.37500	-1726073
21.38333	-1726671
21.39167	-1726826
21.40000	-1726681
21.40833	-1727457
21.41667	-1727655
21.42500	-1727049
21.43333	-1727267
21.44167	-1726898
21.45000	-1726719
21.45833	-1727000
21.46667	-1726883
21.47500	-1726656
21.48333	-1726200
21.49167	-1726211
21.50000	-1726223
21.50833	-1725838
21.51667	-1725325
21.52500	-1725789
21.53333	-1725726
21.54167	-1724955
21.55000	-1724678
21.55833	-1725324
21.56667	-1725386
21.57500	-1724474
21.58333	-1724677
21.59167	-1724398
21.60000	-1723265
21.60833	-1722351
21.61667	-1722944
21.62500	-1723656
21.63333	-1724106
21.64167	-1723616
21.65000	-1723791
21.65833	-1723609
21.66667	-1723613
21.67500	-1722989
21.68333	-1722908
21.69167	-1723857
21.70000	-1724433
21.70833	-1724085
21.71667	-1724238
21.72500	-1723714
21.73333	-1722719
21.74167	-1721750
21.75000	-1721910
21.75833	-1722501
21.76667	-1722919
21.77500	-1723400
21.78333	-1723862
21.79167	-1723894
21.80000	-1723914
21.80833	-1723227
21.81667	-1723283
21.82500	-1723940
21.83333	-1723937
21.84167	-1723151
21.85000	-1721729
21.85833	-1721255
21.86667	-1721439
21.87500	-1722019
21.88333	-1722835
21.89167	-1722565
21.90000	-1722096
21.90833	-1721553
21.91667	-1721888
21.92500	-1721547
21.93333	-1721125
21.94167	-1720348
21.95000	-1719576
21.95833	-1718831
21.96667	-1718331
21.97500	-1718214
21.98333	-1718338
21.99167	-1719184
22.00000	-1719894
22.00833	-1720199
22.01667	-1720087
22.02500	-1719858
22.03333	-1719324
22.04167	-1718866
22.05000	-1717866
22.05833	-1717385
22.06667	-1717469
22.07500	-1717150
22.08333	-1717043
22.09167	-1715779
22.10000	-1714978
22.10833	-1714291
22.11667	-1714978
22.12500	-1714684
22.13333	-1713450
22.14167	-1712898
22.15000	-1714054
22.15833	-1714685
22.16667	-1714393
22.17500	-1713884
22.18333	-1713326
22.19167	-1713142
22.20000	-1713147
22.20833	-1713349
22.21667	-1713484
22.22500	-1712646
22.23333	-1711725
22.24167	-1711047
22.25000	-1710452
22.25833	-1710138
22.26667	-1709995
22.27500	-1709903
22.28333	-1709812
22.29167	-1708652
22.30000	-1707468
22.30833	-1707461
22.31667	-1707900
22.32500	-1708020
22.33333	-1708056
22.34167	-1708241
22.35000	-1707804
22.35833	-1707877
22.36667	-1708399
22.37500	-1707863
22.38333	-1707535
22.39167	-1707526
22.40000	-1707072
22.40833	-1706067
22.41667	-1704890
22.42500	-1704457
22.43333	-1704989
22.44167	-1704824
22.45000	-1704543
22.45833	-1704349
22.46667	-1704078
22.47500	-1703671
22.48333	-1703296
22.49167	-1703594
22.50000	-1703177
22.50833	-1702297
22.51667	-1702003
22.52500	-1701990
22.53333	-1701851
22.54167	-1701466
22.55000	-1700980
22.55833	-1701270
22.56667	-1702673
22.57500	-1703322
22.58333	-1703666
22.59167	-1703550
22.60000	-1703767
22.60833	-1703730
22.61667	-1702290
22.62500	-1700866
22.63333	-1700878
22.64167	-1701751
22.65000	-1702059
22.65833	-1701877
22.66667	-1701518
22.67500	-1701413
22.68333	-1701297
22.69167	-1701144
22.70000	-1701095
22.70833	-1701157
22.71667	-1700062
22.72500	-1699847
22.73333	-1699807
22.74167	-1699850
22.75000	-1699738
22.75833	-1699277
22.76667	-1699269
22.77500	-1699277
22.78333	-1698992
22.79167	-1699220
22.80000	-1699828
22.80833	-1699883
22.81667	-1700137
22.82500	-1700182
22.83333	-1699844
22.84167	-1700111
22.85000	-1700202
22.85833	-1700319
22.86667	-1700069
22.87500	-1700677
22.88333	-1700738
22.89167	-1700431
22.90000	-1700175
22.90833	-1700222
22.91667	-1700911
22.92500	-1701720
22.93333	-1701285
22.94167	-1701341
22.95000	-1701821
22.95833	-1702324
22.96667	-1703074
22.97500	-1703496
22.98333	-1704095
22.99167	-1704330
23.00000	-1705374
23.00833	-1706727
23.01667	-1707593
23.02500	-1707688
23.03333	-1707903
23.04167	-1707726
23.05000	-1708510
23.05833	-1709315
23.06667	-1709224
23.07500	-1708689
23.08333	-1708039
23.09167	-1708049
23.10000	-1709049
23.10833	-1710159
23.11667	-1710700
23.12500	-1711033
23.13333	-1711859
23.14167	-1712173
23.15000	-1712968
23.15833	-1713208
23.16667	-1713086
23.17500	-1713334
23.18333	-1714073
23.19167	-1715227
23.20000	-1716122
23.20833	-1716373
23.21667	-1716682
23.22500	-1717619
23.23333	-1718618
23.24167	-1718974
23.25000	-1719039
23.25833	-1719164
23.26667	-1718931
23.27500	-1719916
23.28333	-1720978
23.29167	-1721650
23.30000	-1722215
23.30833	-1723003
23.31667	-1723901
23.32500	-1724562
23.33333	-1725282
23.34167	-1725559
23.35000	-1725369
23.35833	-1724653
23.36667	-1723980
23.37500	-1724198
23.38333	-1724968
23.39167	-1726194
23.40000	-1727370
23.40833	-1728513
23.41667	-1729258
23.42500	-1729974
23.43333	-1730164
23.44167	-1730034
23.45000	-1730070
23.45833	-1730559
23.46667	-1730946
23.47500	-1730882
23.48333	-1730543
23.49167	-1730812
23.50000	-1731024
23.50833	-1731351
23.51667	-1731425
23.52500	-1731478
23.53333	-1732248
23.54167	-1733509
23.55000	-1733616
23.55833	-1733486
23.56667	-1733148
23.57500	-1733080
23.58333	-1733379
23.59167	-1733432
23.60000	-1733703
23.60833	-1733738
23.61667	-1733598
23.62500	-1733512
23.63333	-1733262
23.64167	-1732528
23.65000	-1732509
23.65833	-1733240
23.66667	-1733419
23.67500	-1733354
23.68333	-1733510
23.69167	-1733853
23.70000	-1734108
23.70833	-1734222
23.71667	-1734201
23.72500	-1733674
23.73333	-1732915
23.74167	-1732579
23.75000	-1732730
23.75833	-1732668
23.76667	-1732470
23.77500	-1732377
23.78333	-1732253
23.79167	-1732150
23.80000	-1731808
23.80833	-1731737
23.81667	-1731901
23.82500	-1731960
23.83333	-1731231
23.84167	-1730764
23.85000	-1730536
23.85833	-1730482
23.86667	-1729494
23.87500	-1727991
23.88333	-1727516
23.89167	-1727407
23.90000	-1727304
23.90833	-1726496
23.91667	-1725245
23.92500	-1724440
23.93333	-1724196
23.94167	-1723832
23.95000	-1723020
23.95833	-1722362
23.96667	-1721598
23.97500	-1720494
23.98333	-1718834
23.99167	-1717328
24.00000	-1716140
24.00833	-1715871
24.01667	-1715194
24.02500	-1713788
24.03333	-1712978
24.04167	-1712143
24.05000	-1711630
24.05833	-1711333
24.06667	-1710954
24.07500	-1710023
24.08333	-1709591
24.09167	-1709275
24.10000	-1708346
24.10833	-1706616
24.11667	-1704620
24.12500	-1702212
24.13333	-1701417
24.14167	-1702049
24.15000	-1702084
24.15833	-1701831
24.16667	-1700587
24.17500	-1698510
24.18333	-1696508
24.19167	-1695183
24.20000	-1693668
24.20833	-1691825
24.21667	-1690653
24.22500	-1689552
24.23333	-1688811
24.24167	-1688253
24.25000	-1687716
24.25833	-1686393
24.26667	-1685276
24.27500	-1683376
24.28333	-1681920
24.29167	-1681025
24.30000	-1679556
24.30833	-1677539
24.31667	-1676139
24.32500	-1674192
24.33333	-1671945
24.34167	-1670546
24.35000	-1670330
24.35833	-1669093
24.36667	-1667810
24.37500	-1667079
24.38333	-1665999
24.39167	-1663806
24.40000	-1662170
24.40833	-1660720
24.41667	-1658858
24.42500	-1657275
24.43333	-1656189
24.44167	-1654922
24.45000	-1653875
24.45833	-1652618
24.46667	-1651036
24.47500	-1649674
24.48333	-1648509
24.49167	-1646443
24.50000	-1644717
24.50833	-1643095
24.51667	-1641754
24.52500	-1640747
24.53333	-1639487
24.54167	-1638592
24.55000	-1637274
24.55833	-1636274
24.56667	-1635536
24.57500	-1633874
24.58333	-1632156
24.59167	-1630697
24.60000	-1629585
24.60833	-1628267
24.61667	-1626572
24.62500	-1624722
24.63333	-1623497
24.64167	-1623145
24.65000	-1621163
24.65833	-1619850
24.66667	-1618901
24.67500	-1616683
24.68333	-1614459
24.69167	-1613176
24.70000	-1611727
24.70833	-1610613
24.71667	-1609673
24.72500	-1608291
24.73333	-1606952
24.74167	-1605844
24.75000	-1605047
24.75833	-1603090
24.76667	-1601664
24.77500	-1600520
24.78333	-1599261
24.79167	-1598385
24.80000	-1597790
24.80833	-1597217
24.81667	-1596478
24.82500	-1596016
24.83333	-1595008
24.84167	-1593448
24.85000	-1592472
24.85833	-1591156
24.86667	-1589508
24.87500	-1588233
24.88333	-1587415
24.89167	-1586623
24.90000	-1585740
24.90833	-1585173
24.91667	-1584443
24.92500	-1582611
24.93333	-1581246
24.94167	-1580074
24.95000	-1580002
24.95833	-1580072
24.96667	-1579854
24.97500	-1578923
24.98333	-1578974
24.99167	-1579007
25.00000	-1577794
25.00833	-1576660
25.01667	-1575955
25.02500	-1575541
25.03333	-1574988
25.04167	-1574297
25.05000	-1574132
25.05833	-1574104
25.06667	-1573940
25.07500	-1573415
25.08333	-1572838
25.09167	-1572152
25.10000	-1571708
25.10833	-1572261
25.11667	-1572112
25.12500	-1571324
25.13333	-1570640
25.14167	-1570513
25.15000	-1570647
25.15833	-1570487
25.16667	-1570138
25.17500	-1570132
25.18333	-1569723
25.19167	-1570165
25.20000	-1570336
25.20833	-1569834
25.21667	-1569701
25.22500	-1569612
25.23333	-1569969
25.24167	-1570257
25.25000	-1570295
25.25833	-1570717
25.26667	-1570964
25.27500	-1571374
25.28333	-1572208
25.29167	-1572319
25.30000	-1572101
25.30833	-1572494
25.31667	-1572686
25.32500	-1573264
25.33333	-1574611
25.34167	-1575181
25.35000	-1575080
25.35833	-1575380
25.36667	-1575484
25.37500	-1575966
25.38333	-1576687
25.39167	-1576881
25.40000	-1577876
25.40833	-1578432
25.41667	-1578080
25.42500	-1577892
25.43333	-1578254
25.44167	-1578962
25.45000	-1579641
25.45833	-1580846
25.46667	-1582555
25.47500	-1583926
25.48333	-1585238
25.49167	-1586684
25.50000	-1587730
25.50833	-1589409
25.51667	-1590333
25.52500	-1590948
25.53333	-1591316
25.54167	-1592417
25.55000	-1593725
25.55833	-1595021
25.56667	-1595882
25.57500	-1596261
25.58333	-1596933
25.59167	-1598399
25.60000	-1599246
25.60833	-1600356
25.61667	-1602478
25.62500	-1604219
25.63333	-1605505
25.64167	-1606014
25.65000	-1606738
25.65833	-1608166
25.66667	-1610016
25.67500	-1611906
25.68333	-1614288
25.69167	-1615305
25.70000	-1615359
25.70833	-1615877
25.71667	-1617085
25.72500	-1618639
25.73333	-1620485
25.74167	-1622082
25.75000	-1623232
25.75833	-1624959
25.76667	-1626482
25.77500	-1628785
25.78333	-1630420
25.79167	-1631357
25.80000	-1632535
25.80833	-1634259
25.81667	-1635588
25.82500	-1636435
25.83333	-1638299
25.84167	-1639997
25.85000	-1641439
25.85833	-1643069
25.86667	-1644586
25.87500	-1646380
25.88333	-1648039
25.89167	-1649052
25.90000	-1650251
25.90833	-1651183
25.91667	-1652500
25.92500	-1653987
25.93333	-1655687
25.94167	-1658179
25.95000	-1660666
25.95833	-1661848
25.96667	-1662337
25.97500	-1663098
25.98333	-1664117
25.99167	-1665436
26.00000	-1666860
26.00833	-1668105
26.01667	-1669434
26.02500	-1670834
26.03333	-1672696
26.04167	-1674274
26.05000	-1676096
26.05833	-1677901
26.06667	-1680182
26.07500	-1682517
26.08333	-1684254
26.09167	-1685467
26.10000	-1686994
26.10833	-1687983
26.11667	-1689352
26.12500	-1691099
26.13333	-1692831
26.14167	-1694388
26.15000	-1696139
26.15833	-1697332
26.16667	-1697661
26.17500	-1698451
26.18333	-1700283
26.19167	-1702160
26.20000	-1704099
26.20833	-1705533
26.21667	-1707213
26.22500	-1708126
26.23333	-1709065
26.24167	-1710872
26.25000	-1712304
26.25833	-1713885
26.26667	-1715022
26.27500	-1716046
26.28333	-1717323
26.29167	-1718387
26.30000	-1720042
26.30833	-1721304
26.31667	-1722980
26.32500	-1724399
26.33333	-1725722
26.34167	-1726981
26.35000	-1728649
26.35833	-1730433
26.36667	-1731595
26.37500	-1733007
26.38333	-1735187
26.39167	-1737428
26.40000	-1739567
26.40833	-1741267
26.41667	-1741910
26.42500	-1741981
26.43333	-1743384
26.44167	-1745017
26.45000	-1746610
26.45833	-1748213
26.46667	-1749373
26.47500	-1750916
26.48333	-1752645
26.49167	-1754253
26.50000	-1756194
26.50833	-1758123
26.51667	-1759888
26.52500	-1761245
26.53333	-1762289
26.54167	-1762702
26.55000	-1763011
26.55833	-1764053
26.56667	-1765670
26.57500	-1767183
26.58333	-1768747
26.59167	-1769645
26.60000	-1770572
26.60833	-1771925
26.61667	-1773330
26.62500	-1774599
26.63333	-1775451
26.64167	-1776352
26.65000	-1777895
26.65833	-1778682
26.66667	-1780107
26.67500	-1781574
26.68333	-1783330
26.69167	-1785049
26.70000	-1786277
26.70833	-1787113
26.71667	-1788038
26.72500	-1789187
26.73333	-1790774
26.74167	-1792403
26.75000	-1792850
26.75833	-1793287
26.76667	-1793926
26.77500	-1794330
26.78333	-1795388
26.79167	-1796792
26.80000	-1798168
26.80833	-1799867
26.81667	-1801868
26.82500	-1803718
26.83333	-1804833
26.84167	-1805491
26.85000	-1806364
26.85833	-1807464
26.86667	-1807706
26.87500	-1808183
26.88333	-1809793
26.89167	-1811060
26.90000	-1811771
26.90833	-1812189
26.91667	-1811852
26.92500	-1812968
26.93333	-1814216
26.94167	-1815553
26.95000	-1817201
26.95833	-1819196
26.96667	-1820470
26.97500	-1821397
26.98333	-1822033
26.99167	-1822571
27.00000	-1823454
27.00833	-1824654
27.01667	-1825748
27.02500	-1826815
27.03333	-1827437
27.04167	-1827705
27.05000	-1828729
27.05833	-1830149
27.06667	-1831529
27.07500	-1832578
27.08333	-1833397
27.09167	-1834018
27.10000	-1834862
27.10833	-1835832
27.11667	-1836599
27.12500	-1837306
27.13333	-1838118
27.14167	-1839427
27.15000	-1840445
27.15833	-1841518
27.16667	-1842380
27.17500	-1842177
27.18333	-1842142
27.19167	-1842092
27.20000	-1842614
27.20833	-1844422
27.21667	-1846544
27.22500	-1847735
27.23333	-1848532
27.24167	-1849408
27.25000	-1850347
27.25833	-1851616
27.26667	-1852104
27.27500	-1851499
27.28333	-1851719
27.29167	-1852312
27.30000	-1853067
27.30833	-1854043
27.31667	-1855039
27.32500	-1855686
27.33333	-1856819
27.34167	-1857575
27.35000	-1858536
27.35833	-1859457
27.36667	-1859813
27.37500	-1860122
27.38333	-1860557
27.39167	-1860823
27.40000	-1860662
27.40833	-1860457
27.41667	-1861494
27.42500	-1862117
27.43333	-1862900
27.44167	-1863818
27.45000	-1865338
27.45833	-1866692
27.46667	-1867252
27.47500	-1868277
27.48333	-1869155
27.49167	-1869381
27.50000	-1869539
27.50833	-1870249
27.51667	-1870606
27.52500	-1870553
27.53333	-1871278
27.54167	-1872514
27.55000	-1873231
27.55833	-1874397
27.56667	-1875318
27.57500	-1876003
27.58333	-1877248
27.59167	-1878543
27.60000	-1879303
27.60833	-1879965
27.61667	-1880398
27.62500	-1880791
27.63333	-1881354
27.64167	-1882332
27.65000	-1883603
27.65833	-1884358
27.66667	-1884717
27.67500	-1885018
27.68333	-1885793
27.69167	-1886348
27.70000	-1886837
27.70833	-1887012
27.71667	-1887283
27.72500	-1887950
27.73333	-1888950
27.74167	-1889780
27.75000	-1890970
27.75833	-1892068
27.76667	-1892428
27.77500	-1892733
27.78333	-1893352
27.79167	-1893588
27.80000	-1893619
27.80833	-1894431
27.81667	-1895238
27.82500	-1896120
27.83333	-1897928
27.84167	-1899528
27.85000	-1900391
27.85833	-1900946
27.86667	-1901350
27.87500	-1901680
27.88333	-1902549
27.89167	-1903758
27.90000	-1904459
27.90833	-1904577
27.91667	-1904725
27.92500	-1905395
27.93333	-1906012
27.94167	-1907609
27.95000	-1909266
27.95833	-1910677
27.96667	-1911669
27.97500	-1912723
27.98333	-1913718
27.99167	-1914965
28.00000	-1916031
28.00833	-1916552
28.01667	-1916355
28.02500	-1916535
28.03333	-1917291
28.04167	-1918532
28.05000	-1919573
28.05833	-1919750
28.06667	-1920800
28.07500	-1922198
28.08333	-1923414
28.09167	-1924404
28.10000	-1924499
28.10833	-1925035
28.11667	-1925640
28.12500	-1925909
28.13333	-1926622
28.14167	-1928185
28.15000	-1929334
28.15833	-1930048
28.16667	-1930830
28.17500	-1931653
28.18333	-1932652
28.19167	-1933510
28.20000	-1934054
28.20833	-1935038
28.21667	-1935991
28.22500	-1937057
28.23333	-1937861
28.24167	-1938198
28.25000	-1938741
28.25833	-1939809
28.26667	-1940227
28.27500	-1941028
28.28333	-1941551
28.29167	-1942565
28.30000	-1944170
28.30833	-1945702
28.31667	-1946607
28.32500	-1947595
28.33333	-1948146
28.34167	-1948884
28.35000	-1950419
28.35833	-1951723
28.36667	-1953115
28.37500	-1954086
28.38333	-1955439
28.39167	-1957206
28.40000	-1957897
28.40833	-1958060
28.41667	-1958487
28.42500	-1958677
28.43333	-1959078
28.44167	-1960275
28.45000	-1961731
28.45833	-1963272
28.46667	-1965409
28.47500	-1966309
28.48333	-1966387
28.49167	-1967035
28.50000	-1968253
28.50833	-1968887
28.51667	-1969396
28.52500	-1970468
28.53333	-1971347
28.54167	-1971844
28.55000	-1972694
28.55833	-1973397
28.56667	-1974471
28.57500	-1975157
28.58333	-1976038
28.59167	-1976956
28.60000	-1978320
28.60833	-1979550
28.61667	-1980710
28.62500	-1981200
28.63333	-1981472
28.64167	-1982404
28.65000	-1983390
28.65833	-1984736
28.66667	-1986180
28.67500	-1987695
28.68333	-1988278
28.69167	-1988627
28.70000	-1989439
28.70833	-1990461
28.71667	-1991424
28.72500	-1992783
28.73333	-1993855
28.74167	-1994009
28.75000	-1994499
28.75833	-1995233
28.76667	-1996114
28.77500	-1996644
28.78333	-1997040
28.79167	-1998171
28.80000	-1999550
28.80833	-2000776
28.81667	-2001205
28.82500	-2001876
28.83333	-2003168
28.84167	-2004570
28.85000	-2005543
28.85833	-2006039
28.86667	-2006540
28.87500	-2007857
28.88333	-2009507
28.89167	-2011321
28.90000	-2012924
28.90833	-2014072
28.91667	-2014762
28.92500	-2015327
28.93333	-2015221
28.94167	-2015374
28.95000	-2015463
28.95833	-2015703
28.96667	-2015790
28.97500	-2016924
28.98333	-2017890
28.99167	-2019121
29.00000	-2019823
29.00833	-2021068
29.01667	-2022522
29.02500	-2023811
29.03333	-2025094
29.04167	-2026103
29.05000	-2026786
29.05833	-2026741
29.06667	-2027526
29.07500	-2028744
29.08333	-2029415
29.09167	-2030240
29.10000	-2031810
29.10833	-2033173
29.11667	-2033976
29.12500	-2034525
29.13333	-2034777
29.14167	-2035552
29.15000	-2035565
29.15833	-2036460
29.16667	-2038374
29.17500	-2039501
29.18333	-2040817
29.19167	-2041760
29.20000	-2042122
29.20833	-2042525
29.21667	-2043471
29.22500	-2044459
29.23333	-2044717
29.24167	-2045293
29.25000	-2046392
29.25833	-2048226
29.26667	-2049416
29.27500	-2050605
29.28333	-2051218
29.29167	-2051476
29.30000	-2051829
29.30833	-2052751
29.31667	-2053917
29.32500	-2055090
29.33333	-2056405
29.34167	-2057034
29.35000	-2057898
29.35833	-2058651
29.36667	-2060070
29.37500	-2061723
29.38333	-2062317
29.39167	-2062184
29.40000	-2062601
29.40833	-2062971
29.41667	-2063537
29.42500	-2063845
29.43333	-2064356
29.44167	-2065276
29.45000	-2065789
29.45833	-2066977
29.46667	-2068258
29.47500	-2069028
29.48333	-2069344
29.49167	-2070738
29.50000	-2072237
29.50833	-2072872
29.51667	-2072976
29.52500	-2073392
29.53333	-2074104
29.54167	-2075487
29.55000	-2076073
29.55833	-2076780
29.56667	-2078766
29.57500	-2079280
29.58333	-2079965
29.59167	-2081389
29.60000	-2082320
29.60833	-2082634
29.61667	-2082945
29.62500	-2083318
29.63333	-2084195
29.64167	-2085043
29.65000	-2085688
29.65833	-2086108
