[Header]
Application Name	LCsolution
Version	1.25
Data File Name	D:\cz\DYL\20200308\NHE1-CHP1-SEC26.lcd
Output Date	2020/6/28
Output Time	16:20:40

[File Information]
Type	Data File
Generated	2020/3/8 15:17:46
Generated by	Admin
Modified	2020/3/8 16:06:19
Modified by	Admin

[Sample Information]
Operator Name	Admin
Acquired	2020/3/8 15:18:14
Sample Type	0:Unknown
Level	0
Sample Name	1
Sample ID	1
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	3
Injection Volume	40

[Original Files]
Data File	D:\cz\DYL\20200308\NHE1-CHP1-SEC26.lcd
Method File	C:\Users\HPLC\Desktop\method file\method_Yan\TRP11.lcm
Batch File	D:\cz\Yan\0307nhechp1\20200307batch.lcb
Report Format File	d:\program\LC solution\LCsolution\System\Default.lcr
Tuning File	

[File Description]


[Configuration]
# of Detectors	1
Detector ID	Detector A
Detector Name	Detector A
# of Channels	1

[Peak Table(Detector A-Ch1)]
# of Peaks	329
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Conc. %	Norm Conc.
14.04167	-35757
14.05000	-36434
14.05833	-36639
14.06667	-36735
14.07500	-37155
14.08333	-37304
14.09167	-36560
14.10000	-36114
14.10833	-35566
14.11667	-35374
14.12500	-35510
14.13333	-35480
14.14167	-35415
14.15000	-35370
14.15833	-35630
14.16667	-36435
14.17500	-36860
14.18333	-36297
14.19167	-36065
14.20000	-36390
14.20833	-37030
14.21667	-36324
14.22500	-35523
14.23333	-35267
14.24167	-35411
14.25000	-35363
14.25833	-35402
14.26667	-35431
14.27500	-35593
14.28333	-36031
14.29167	-36636
14.30000	-37436
14.30833	-37847
14.31667	-37361
14.32500	-36606
14.33333	-36454
14.34167	-36589
14.35000	-36417
14.35833	-36025
14.36667	-35697
14.37500	-35369
14.38333	-35130
14.39167	-35561
14.40000	-35738
14.40833	-35691
14.41667	-35866
14.42500	-36634
14.43333	-37049
14.44167	-37328
14.45000	-37290
14.45833	-36980
14.46667	-36952
14.47500	-37636
14.48333	-37469
14.49167	-37712
14.50000	-37786
14.50833	-37317
14.51667	-36374
14.52500	-37099
14.53333	-37760
14.54167	-37928
14.55000	-38234
14.55833	-38236
14.56667	-38324
14.57500	-38548
14.58333	-38572
14.59167	-38325
14.60000	-37790
14.60833	-37211
14.61667	-36881
14.62500	-36872
14.63333	-36981
14.64167	-37019
14.65000	-37124
14.65833	-37114
14.66667	-36836
14.67500	-36769
14.68333	-36590
14.69167	-36945
14.70000	-37855
14.70833	-38505
14.71667	-38131
14.72500	-37514
14.73333	-37012
14.74167	-36391
14.75000	-35983
14.75833	-35907
14.76667	-36417
14.77500	-36662
14.78333	-36908
14.79167	-37443
14.80000	-37761
14.80833	-37775
14.81667	-37210
14.82500	-36372
14.83333	-35962
14.84167	-36054
14.85000	-35992
14.85833	-36350
14.86667	-37253
14.87500	-38012
14.88333	-38444
14.89167	-38312
14.90000	-37634
14.90833	-37140
14.91667	-36975
14.92500	-37471
14.93333	-38345
14.94167	-38388
14.95000	-38318
14.95833	-38480
14.96667	-38538
14.97500	-38586
14.98333	-38534
14.99167	-38919
15.00000	-39333
15.00833	-39165
15.01667	-39105
15.02500	-39276
15.03333	-39565
15.04167	-39917
15.05000	-39794
15.05833	-39388
15.06667	-39218
15.07500	-38800
15.08333	-38705
15.09167	-38933
15.10000	-38953
15.10833	-39184
15.11667	-39512
15.12500	-39636
15.13333	-40042
15.14167	-40450
15.15000	-40863
15.15833	-41361
15.16667	-41326
15.17500	-41441
15.18333	-40932
15.19167	-40824
15.20000	-41070
15.20833	-41186
15.21667	-40963
15.22500	-41177
15.23333	-41531
15.24167	-41572
15.25000	-41742
15.25833	-41515
15.26667	-41219
15.27500	-41066
15.28333	-41401
15.29167	-41684
15.30000	-41894
15.30833	-42522
15.31667	-42967
15.32500	-42746
15.33333	-41963
15.34167	-41266
15.35000	-41251
15.35833	-41419
15.36667	-41862
15.37500	-42346
15.38333	-42582
15.39167	-42551
15.40000	-42333
15.40833	-42378
15.41667	-42351
15.42500	-42370
15.43333	-42780
15.44167	-43247
15.45000	-43374
15.45833	-42757
15.46667	-42321
15.47500	-42739
15.48333	-43704
15.49167	-44183
15.50000	-44135
15.50833	-43733
15.51667	-43397
15.52500	-43619
15.53333	-43829
15.54167	-44172
15.55000	-44952
15.55833	-45406
15.56667	-45798
15.57500	-45620
15.58333	-45564
15.59167	-45889
15.60000	-46315
15.60833	-46525
15.61667	-46423
15.62500	-46474
15.63333	-47135
15.64167	-47486
15.65000	-47280
15.65833	-47877
15.66667	-47949
15.67500	-48090
15.68333	-48041
15.69167	-48032
15.70000	-47815
15.70833	-47077
15.71667	-46952
15.72500	-47360
15.73333	-47734
15.74167	-48462
15.75000	-48719
15.75833	-48759
15.76667	-48798
15.77500	-48980
15.78333	-49708
15.79167	-50679
15.80000	-50740
15.80833	-51099
15.81667	-51037
15.82500	-51051
15.83333	-51209
15.84167	-51511
15.85000	-51244
15.85833	-50808
15.86667	-50977
15.87500	-51887
15.88333	-52691
15.89167	-53075
15.90000	-52935
15.90833	-52912
15.91667	-53640
15.92500	-53629
15.93333	-53154
15.94167	-53271
15.95000	-53749
15.95833	-54606
15.96667	-54614
15.97500	-54310
15.98333	-54299
15.99167	-54518
16.00000	-54958
16.00833	-54924
16.01667	-54221
16.02500	-54797
16.03333	-55969
16.04167	-56657
16.05000	-56879
16.05833	-56894
16.06667	-56691
16.07500	-56319
16.08333	-56751
16.09167	-57254
16.10000	-57421
16.10833	-57957
16.11667	-58314
16.12500	-58309
16.13333	-58603
16.14167	-58364
16.15000	-59129
16.15833	-58977
16.16667	-58445
16.17500	-58333
16.18333	-58864
16.19167	-59736
16.20000	-59977
16.20833	-60066
16.21667	-60314
16.22500	-60754
16.23333	-61259
16.24167	-61277
16.25000	-61157
16.25833	-60908
16.26667	-60687
16.27500	-61052
16.28333	-61037
16.29167	-61096
16.30000	-61235
16.30833	-61715
16.31667	-62342
16.32500	-62518
16.33333	-63199
16.34167	-63638
16.35000	-63404
16.35833	-63781
16.36667	-64294
16.37500	-65085
16.38333	-65731
16.39167	-65931
16.40000	-66319
16.40833	-66886
16.41667	-67211
16.42500	-67008
16.43333	-67281
16.44167	-67823
16.45000	-68359
16.45833	-68597
16.46667	-68989
16.47500	-69442
16.48333	-69541
16.49167	-69078
16.50000	-68553
16.50833	-68512
16.51667	-68716
16.52500	-68894
16.53333	-69332
16.54167	-69725
16.55000	-69437
16.55833	-69403
16.56667	-69884
16.57500	-70662
16.58333	-71555
16.59167	-71885
16.60000	-72096
16.60833	-72359
16.61667	-72740
16.62500	-73171
16.63333	-73451
16.64167	-73809
16.65000	-73972
16.65833	-74229
16.66667	-74304
16.67500	-74555
16.68333	-74954
16.69167	-75270
16.70000	-76469
16.70833	-77780
16.71667	-78777
16.72500	-79049
16.73333	-79040
16.74167	-78565
16.75000	-78352
16.75833	-78477
16.76667	-78537
16.77500	-78825
16.78333	-79019
16.79167	-79500
16.80000	-80448
16.80833	-81382
16.81667	-81080
16.82500	-80315
16.83333	-80421
16.84167	-80665
16.85000	-80720
16.85833	-80997
16.86667	-81317
16.87500	-81506
16.88333	-81975
16.89167	-82150
16.90000	-82450
16.90833	-82649
16.91667	-82755
16.92500	-83302
16.93333	-83863
16.94167	-84252
16.95000	-84967
16.95833	-85876
16.96667	-86468
16.97500	-87080
16.98333	-87869
16.99167	-88668
17.00000	-88418
17.00833	-88435
17.01667	-88353
17.02500	-88369
17.03333	-88265
17.04167	-88542
17.05000	-89361
17.05833	-90047
17.06667	-90209
17.07500	-90221
17.08333	-90298
17.09167	-90555
17.10000	-91310
17.10833	-92275
17.11667	-92998
17.12500	-92904
17.13333	-92655
17.14167	-92755
17.15000	-93014
17.15833	-93614
17.16667	-94344
17.17500	-94318
17.18333	-94036
17.19167	-94451
17.20000	-95080
17.20833	-95281
17.21667	-95614
17.22500	-96248
17.23333	-96940
17.24167	-97523
17.25000	-97637
17.25833	-98070
17.26667	-98514
17.27500	-98694
17.28333	-99295
17.29167	-99412
17.30000	-99980
17.30833	-100054
17.31667	-100501
17.32500	-100622
17.33333	-100813
17.34167	-100607
17.35000	-100967
17.35833	-101211
17.36667	-101793
17.37500	-102596
17.38333	-103104
17.39167	-103016
17.40000	-102957
17.40833	-103174
17.41667	-103510
17.42500	-103374
17.43333	-103344
17.44167	-103315
17.45000	-103561
17.45833	-103358
17.46667	-102916
17.47500	-103069
17.48333	-103472
17.49167	-104265
17.50000	-105076
17.50833	-105258
17.51667	-105160
17.52500	-105022
17.53333	-104766
17.54167	-104819
17.55000	-105126
17.55833	-105319
17.56667	-105763
17.57500	-106448
17.58333	-106987
17.59167	-107337
17.60000	-107414
17.60833	-107740
17.61667	-108432
17.62500	-108656
17.63333	-108890
17.64167	-109038
17.65000	-109475
17.65833	-110238
17.66667	-110692
17.67500	-111103
17.68333	-110826
17.69167	-110948
17.70000	-110839
17.70833	-110610
17.71667	-110658
17.72500	-111049
17.73333	-111325
17.74167	-111560
17.75000	-112058
17.75833	-112286
17.76667	-112241
17.77500	-112430
17.78333	-112518
17.79167	-112469
17.80000	-112793
17.80833	-113335
17.81667	-114042
17.82500	-114079
17.83333	-113959
17.84167	-113956
17.85000	-113909
17.85833	-113672
17.86667	-113371
17.87500	-113428
17.88333	-113992
17.89167	-114828
17.90000	-115861
17.90833	-116379
17.91667	-116829
17.92500	-117030
17.93333	-117448
17.94167	-117779
17.95000	-118393
17.95833	-118794
17.96667	-117993
17.97500	-117989
17.98333	-118295
17.99167	-118326
18.00000	-117839
18.00833	-117960
18.01667	-118672
18.02500	-118862
18.03333	-119131
18.04167	-119453
18.05000	-119222
18.05833	-119393
18.06667	-119604
18.07500	-120001
18.08333	-120089
18.09167	-119733
18.10000	-119781
18.10833	-119562
18.11667	-119652
18.12500	-119906
18.13333	-120614
18.14167	-121512
18.15000	-122060
18.15833	-122072
18.16667	-121859
18.17500	-122025
18.18333	-122837
18.19167	-123467
18.20000	-124195
18.20833	-124531
18.21667	-124733
18.22500	-124514
18.23333	-124545
18.24167	-124491
18.25000	-124212
18.25833	-124470
18.26667	-125167
18.27500	-126108
18.28333	-126810
18.29167	-126592
18.30000	-126033
18.30833	-125696
18.31667	-125399
18.32500	-125859
18.33333	-126861
18.34167	-127032
18.35000	-126776
18.35833	-127095
18.36667	-127619
18.37500	-127890
18.38333	-127750
18.39167	-127386
18.40000	-127403
18.40833	-127858
18.41667	-127136
18.42500	-126167
18.43333	-126419
18.44167	-126738
18.45000	-126976
18.45833	-126732
18.46667	-127527
18.47500	-128997
18.48333	-129778
18.49167	-130096
18.50000	-130372
18.50833	-130219
18.51667	-130664
18.52500	-130900
18.53333	-130571
18.54167	-130160
18.55000	-130013
18.55833	-130569
18.56667	-130873
18.57500	-131283
18.58333	-131826
18.59167	-131907
18.60000	-131687
18.60833	-131284
18.61667	-131181
18.62500	-131284
18.63333	-131897
18.64167	-132260
18.65000	-132364
18.65833	-132994
18.66667	-133795
18.67500	-134350
18.68333	-134076
18.69167	-133884
18.70000	-133456
18.70833	-132729
18.71667	-133210
18.72500	-133703
18.73333	-133980
18.74167	-134296
18.75000	-134622
18.75833	-134889
18.76667	-135400
18.77500	-135837
18.78333	-136035
18.79167	-136102
18.80000	-136301
18.80833	-136113
18.81667	-135955
18.82500	-136184
18.83333	-136377
18.84167	-136620
18.85000	-136776
18.85833	-136761
18.86667	-136561
18.87500	-135945
18.88333	-136429
18.89167	-136953
18.90000	-136605
18.90833	-136816
18.91667	-136928
18.92500	-136298
18.93333	-136173
18.94167	-136653
18.95000	-137337
18.95833	-137910
18.96667	-137694
18.97500	-137490
18.98333	-137543
18.99167	-137941
19.00000	-138185
19.00833	-138220
19.01667	-138819
19.02500	-139652
19.03333	-139743
19.04167	-139617
19.05000	-139493
19.05833	-139588
19.06667	-139662
19.07500	-139449
19.08333	-139643
19.09167	-140053
19.10000	-140249
19.10833	-140743
19.11667	-141363
19.12500	-141762
19.13333	-141585
19.14167	-141274
19.15000	-141279
19.15833	-141069
19.16667	-140958
19.17500	-140802
19.18333	-140480
19.19167	-140642
19.20000	-141166
19.20833	-141847
19.21667	-142046
19.22500	-141931
19.23333	-141738
19.24167	-141699
19.25000	-141925
19.25833	-141897
19.26667	-142335
19.27500	-142476
19.28333	-142214
19.29167	-142235
19.30000	-142467
19.30833	-142660
19.31667	-142981
19.32500	-143151
19.33333	-143481
19.34167	-143379
19.35000	-143394
19.35833	-143483
19.36667	-143421
19.37500	-143304
19.38333	-143576
19.39167	-143573
19.40000	-143409
19.40833	-143710
19.41667	-143686
19.42500	-143952
19.43333	-143616
19.44167	-143608
19.45000	-143748
19.45833	-143829
19.46667	-143857
19.47500	-144133
19.48333	-144491
19.49167	-144893
19.50000	-145789
19.50833	-145806
19.51667	-145754
19.52500	-145659
19.53333	-145702
19.54167	-145760
19.55000	-145503
19.55833	-145541
19.56667	-145726
19.57500	-145446
19.58333	-145497
19.59167	-146130
19.60000	-145939
19.60833	-145522
19.61667	-145015
19.62500	-144927
19.63333	-145524
19.64167	-145672
19.65000	-145898
19.65833	-146122
19.66667	-146208
19.67500	-146571
19.68333	-146723
19.69167	-147241
19.70000	-147263
19.70833	-146755
19.71667	-146591
19.72500	-147093
19.73333	-147059
19.74167	-147514
19.75000	-147150
19.75833	-146887
19.76667	-146962
19.77500	-147833
19.78333	-149386
19.79167	-150164
19.80000	-150173
19.80833	-150289
19.81667	-150008
19.82500	-149780
19.83333	-149237
19.84167	-148579
19.85000	-149094
19.85833	-149940
19.86667	-149888
19.87500	-149529
19.88333	-149090
19.89167	-148744
19.90000	-148428
19.90833	-148444
19.91667	-148477
19.92500	-148829
19.93333	-149136
19.94167	-148748
19.95000	-148575
19.95833	-148977
19.96667	-148924
19.97500	-148803
19.98333	-148943
19.99167	-149246
20.00000	-149944
20.00833	-150763
20.01667	-150842
20.02500	-150249
20.03333	-149607
20.04167	-149558
20.05000	-150384
20.05833	-150861
20.06667	-150593
20.07500	-150512
20.08333	-150666
20.09167	-150827
20.10000	-150667
20.10833	-150991
20.11667	-151619
20.12500	-151373
20.13333	-150813
20.14167	-150684
20.15000	-150732
20.15833	-150676
20.16667	-150584
20.17500	-150306
20.18333	-150530
20.19167	-150980
20.20000	-150967
20.20833	-151135
20.21667	-151280
20.22500	-151356
20.23333	-151717
20.24167	-151566
20.25000	-151169
20.25833	-150667
20.26667	-150338
20.27500	-150461
20.28333	-151230
20.29167	-151637
20.30000	-151431
20.30833	-152122
20.31667	-152687
20.32500	-152086
20.33333	-151629
20.34167	-152003
20.35000	-152246
20.35833	-152560
20.36667	-152640
20.37500	-152422
20.38333	-152431
20.39167	-152612
20.40000	-152593
20.40833	-152198
20.41667	-152031
20.42500	-152030
20.43333	-151991
20.44167	-152445
20.45000	-152555
20.45833	-151711
20.46667	-151375
20.47500	-151865
20.48333	-152635
20.49167	-153561
20.50000	-154494
20.50833	-154290
20.51667	-153572
20.52500	-152933
20.53333	-153178
20.54167	-152971
20.55000	-153180
20.55833	-152798
20.56667	-152379
20.57500	-152200
20.58333	-152190
20.59167	-152686
20.60000	-152811
20.60833	-153359
20.61667	-153245
20.62500	-153123
20.63333	-153563
20.64167	-153826
20.65000	-153817
20.65833	-153683
20.66667	-153701
20.67500	-153338
20.68333	-152669
20.69167	-152077
20.70000	-151748
20.70833	-152822
20.71667	-154311
20.72500	-155577
20.73333	-156025
20.74167	-156093
20.75000	-155108
20.75833	-154048
20.76667	-153922
20.77500	-153750
20.78333	-153629
20.79167	-152879
20.80000	-152720
20.80833	-152919
20.81667	-153434
20.82500	-154106
20.83333	-154020
20.84167	-153768
20.85000	-153493
20.85833	-152813
20.86667	-152857
20.87500	-152782
20.88333	-152440
20.89167	-152719
20.90000	-152953
20.90833	-153369
20.91667	-153409
20.92500	-152977
20.93333	-153289
20.94167	-153721
20.95000	-153832
20.95833	-153710
20.96667	-153403
20.97500	-152708
20.98333	-152586
20.99167	-153303
21.00000	-153553
21.00833	-154403
21.01667	-155151
21.02500	-155534
21.03333	-155117
21.04167	-154237
21.05000	-153443
21.05833	-153630
21.06667	-154048
21.07500	-154461
21.08333	-154076
21.09167	-153775
21.10000	-153684
21.10833	-153635
21.11667	-153095
21.12500	-152416
21.13333	-152034
21.14167	-152422
21.15000	-152840
21.15833	-153281
21.16667	-152929
21.17500	-153013
21.18333	-153352
21.19167	-154272
21.20000	-154479
21.20833	-154471
21.21667	-154295
21.22500	-153750
21.23333	-153036
21.24167	-152910
21.25000	-152925
21.25833	-152779
21.26667	-153082
21.27500	-153247
21.28333	-153308
21.29167	-153508
21.30000	-153650
21.30833	-153635
21.31667	-154046
21.32500	-154629
21.33333	-154249
21.34167	-153927
21.35000	-153676
21.35833	-153197
21.36667	-152803
21.37500	-152679
21.38333	-153074
21.39167	-153711
21.40000	-153530
21.40833	-153021
21.41667	-152739
21.42500	-153367
21.43333	-153431
21.44167	-153580
21.45000	-153682
21.45833	-153460
21.46667	-152908
21.47500	-152789
21.48333	-153182
21.49167	-153748
21.50000	-153925
21.50833	-153355
21.51667	-152597
21.52500	-152411
21.53333	-152119
21.54167	-151916
21.55000	-151487
21.55833	-150974
21.56667	-150733
21.57500	-150892
21.58333	-151346
21.59167	-151722
21.60000	-152152
21.60833	-152392
21.61667	-152381
21.62500	-151890
21.63333	-151529
21.64167	-151533
21.65000	-151727
21.65833	-152131
21.66667	-152299
21.67500	-152310
21.68333	-152356
21.69167	-151730
21.70000	-151645
21.70833	-151426
21.71667	-151770
21.72500	-151973
21.73333	-152270
21.74167	-152338
21.75000	-152112
21.75833	-152280
21.76667	-152191
21.77500	-152068
21.78333	-152092
21.79167	-152443
21.80000	-152795
21.80833	-152770
21.81667	-152955
21.82500	-153003
21.83333	-152878
21.84167	-152655
21.85000	-152495
21.85833	-152183
21.86667	-151771
21.87500	-151520
21.88333	-151357
21.89167	-150989
21.90000	-150963
21.90833	-151298
21.91667	-151374
21.92500	-150977
21.93333	-150770
21.94167	-150912
21.95000	-151357
21.95833	-150953
21.96667	-150443
21.97500	-150675
21.98333	-151367
21.99167	-151412
22.00000	-151389
22.00833	-151737
22.01667	-152227
22.02500	-152544
22.03333	-152258
22.04167	-151493
22.05000	-150787
22.05833	-150186
22.06667	-149967
22.07500	-149874
22.08333	-150097
22.09167	-150365
22.10000	-150139
22.10833	-149799
22.11667	-149894
22.12500	-150397
22.13333	-150732
22.14167	-150624
22.15000	-151120
22.15833	-151411
22.16667	-151495
22.17500	-151369
22.18333	-150514
22.19167	-150505
22.20000	-150623
22.20833	-150611
22.21667	-150556
22.22500	-150859
22.23333	-150765
22.24167	-150954
22.25000	-151088
22.25833	-150852
22.26667	-150265
22.27500	-149883
22.28333	-149452
22.29167	-149544
22.30000	-150063
22.30833	-150252
22.31667	-150067
22.32500	-150364
22.33333	-151104
22.34167	-151237
22.35000	-150904
22.35833	-150762
22.36667	-150690
22.37500	-150315
22.38333	-149999
22.39167	-149502
22.40000	-148799
22.40833	-148971
22.41667	-149162
22.42500	-148900
22.43333	-148946
22.44167	-149253
22.45000	-149261
22.45833	-149041
22.46667	-149463
22.47500	-149314
22.48333	-148693
22.49167	-148244
22.50000	-148014
22.50833	-148118
22.51667	-148801
22.52500	-149109
22.53333	-149497
22.54167	-149278
22.55000	-148755
22.55833	-148094
22.56667	-147963
22.57500	-147815
22.58333	-147625
22.59167	-147293
22.60000	-147383
22.60833	-147557
22.61667	-147578
22.62500	-148260
22.63333	-148728
22.64167	-148966
22.65000	-148868
22.65833	-148416
22.66667	-148064
22.67500	-148064
22.68333	-147960
22.69167	-148166
22.70000	-147968
22.70833	-147995
22.71667	-147491
22.72500	-147027
22.73333	-146604
22.74167	-146626
22.75000	-147242
22.75833	-148068
22.76667	-148624
22.77500	-148961
22.78333	-148528
22.79167	-147300
22.80000	-146296
22.80833	-145865
22.81667	-146077
22.82500	-146486
22.83333	-145977
22.84167	-145568
22.85000	-145394
22.85833	-145182
22.86667	-144504
22.87500	-144366
22.88333	-145007
22.89167	-145304
22.90000	-145698
22.90833	-145841
22.91667	-145401
22.92500	-144940
22.93333	-145212
22.94167	-145168
22.95000	-145645
22.95833	-146321
22.96667	-145670
22.97500	-144664
22.98333	-144037
22.99167	-143934
23.00000	-144161
23.00833	-144182
23.01667	-143972
23.02500	-143492
23.03333	-143222
23.04167	-144009
23.05000	-144596
23.05833	-144647
23.06667	-144394
23.07500	-144194
23.08333	-144179
23.09167	-144252
23.10000	-143813
23.10833	-142928
23.11667	-142573
23.12500	-142790
23.13333	-142845
23.14167	-143134
23.15000	-143000
23.15833	-142381
23.16667	-142116
23.17500	-142307
23.18333	-142227
23.19167	-141804
23.20000	-140804
23.20833	-140834
23.21667	-141320
23.22500	-141901
23.23333	-141638
23.24167	-142034
23.25000	-142517
23.25833	-142545
23.26667	-142214
23.27500	-141098
23.28333	-140178
23.29167	-139916
23.30000	-139930
23.30833	-139830
23.31667	-139840
23.32500	-139141
23.33333	-138618
23.34167	-138184
23.35000	-137738
23.35833	-137499
23.36667	-137385
23.37500	-137244
23.38333	-137189
23.39167	-136714
23.40000	-135956
23.40833	-135785
23.41667	-135781
23.42500	-135936
23.43333	-136109
23.44167	-136261
23.45000	-135468
23.45833	-134297
23.46667	-133774
23.47500	-133856
23.48333	-134172
23.49167	-134634
23.50000	-134193
23.50833	-133608
23.51667	-133070
23.52500	-132285
23.53333	-131944
23.54167	-131918
23.55000	-132208
23.55833	-132318
23.56667	-131967
23.57500	-130722
23.58333	-129611
23.59167	-129059
23.60000	-128631
23.60833	-128115
23.61667	-127773
23.62500	-127475
23.63333	-127361
23.64167	-127610
23.65000	-127063
23.65833	-126707
23.66667	-126235
23.67500	-125836
23.68333	-124979
23.69167	-124486
23.70000	-124018
23.70833	-124038
23.71667	-124375
23.72500	-124029
23.73333	-123489
23.74167	-122714
23.75000	-122462
23.75833	-122201
23.76667	-121800
23.77500	-121215
23.78333	-120843
23.79167	-120666
23.80000	-120529
23.80833	-119776
23.81667	-118957
23.82500	-117817
23.83333	-117157
23.84167	-116889
23.85000	-116363
23.85833	-115637
23.86667	-114513
23.87500	-113939
23.88333	-113419
23.89167	-113501
23.90000	-113296
23.90833	-112556
23.91667	-111364
23.92500	-110367
23.93333	-109874
23.94167	-109127
23.95000	-108102
23.95833	-107887
23.96667	-107505
23.97500	-107118
23.98333	-106434
23.99167	-105663
24.00000	-105189
24.00833	-104913
24.01667	-104693
24.02500	-104463
24.03333	-103773
24.04167	-103039
24.05000	-102226
24.05833	-101744
24.06667	-100811
24.07500	-100199
24.08333	-99756
24.09167	-99483
24.10000	-98516
24.10833	-97989
24.11667	-97786
24.12500	-97242
24.13333	-96340
24.14167	-95962
24.15000	-95135
24.15833	-94502
24.16667	-93628
24.17500	-91999
24.18333	-90801
24.19167	-90713
24.20000	-90671
24.20833	-89695
24.21667	-88660
24.22500	-87861
24.23333	-87105
24.24167	-86218
24.25000	-85467
24.25833	-85665
24.26667	-85278
24.27500	-84559
24.28333	-83540
24.29167	-83207
24.30000	-82835
24.30833	-81807
24.31667	-80792
24.32500	-80179
24.33333	-79009
24.34167	-78051
24.35000	-77346
24.35833	-76807
24.36667	-76200
24.37500	-75500
24.38333	-75212
24.39167	-74773
24.40000	-74372
24.40833	-73148
24.41667	-71825
24.42500	-71249
24.43333	-70479
24.44167	-69956
24.45000	-69240
24.45833	-67920
24.46667	-66844
24.47500	-65923
24.48333	-65501
24.49167	-65830
24.50000	-65982
24.50833	-65443
24.51667	-64878
24.52500	-64670
24.53333	-63923
24.54167	-63058
24.55000	-62241
24.55833	-61601
24.56667	-60189
24.57500	-59122
24.58333	-58539
24.59167	-58149
24.60000	-57722
24.60833	-57062
24.61667	-56719
24.62500	-56812
24.63333	-56159
24.64167	-55084
24.65000	-54346
24.65833	-53987
24.66667	-53743
24.67500	-53574
24.68333	-52792
24.69167	-51898
24.70000	-50958
24.70833	-50608
24.71667	-50356
24.72500	-50058
24.73333	-49367
24.74167	-48882
24.75000	-48680
24.75833	-49153
24.76667	-49433
24.77500	-48976
24.78333	-48295
24.79167	-47484
24.80000	-47042
24.80833	-46698
24.81667	-46318
24.82500	-45808
24.83333	-45280
24.84167	-45062
24.85000	-45107
24.85833	-45269
24.86667	-44997
24.87500	-44710
24.88333	-45722
24.89167	-45980
24.90000	-44937
24.90833	-43962
24.91667	-43260
24.92500	-42950
24.93333	-43194
24.94167	-43565
24.95000	-43514
24.95833	-43174
24.96667	-43083
24.97500	-43111
24.98333	-42711
24.99167	-42501
25.00000	-42898
25.00833	-43224
25.01667	-43088
25.02500	-42806
25.03333	-43145
25.04167	-43166
25.05000	-43056
25.05833	-42749
25.06667	-42248
25.07500	-41796
25.08333	-41626
25.09167	-41491
25.10000	-41404
25.10833	-42002
25.11667	-42497
25.12500	-42996
25.13333	-42915
25.14167	-42739
25.15000	-42490
25.15833	-42303
25.16667	-42238
25.17500	-42298
25.18333	-42971
25.19167	-43829
25.20000	-44803
25.20833	-45123
25.21667	-45193
25.22500	-45563
25.23333	-45795
25.24167	-45743
25.25000	-46024
25.25833	-46591
25.26667	-46651
25.27500	-46758
25.28333	-46928
25.29167	-47021
25.30000	-47599
25.30833	-47894
25.31667	-48248
25.32500	-49040
25.33333	-49576
25.34167	-50380
25.35000	-51144
25.35833	-51604
25.36667	-51996
25.37500	-52608
25.38333	-52852
25.39167	-53393
25.40000	-54217
25.40833	-54509
25.41667	-54565
25.42500	-54476
25.43333	-54859
25.44167	-55377
25.45000	-56080
25.45833	-57181
25.46667	-57679
25.47500	-58142
25.48333	-58201
25.49167	-58633
25.50000	-59315
25.50833	-59551
25.51667	-59440
25.52500	-59795
25.53333	-60482
25.54167	-61172
25.55000	-61734
25.55833	-62601
25.56667	-63053
25.57500	-63026
25.58333	-63158
25.59167	-63759
25.60000	-65349
25.60833	-66382
25.61667	-67146
25.62500	-68523
25.63333	-69831
25.64167	-70430
25.65000	-70731
25.65833	-71094
25.66667	-71203
25.67500	-71187
25.68333	-71186
25.69167	-71980
25.70000	-72576
25.70833	-73884
25.71667	-75365
25.72500	-76897
25.73333	-77583
25.74167	-78109
25.75000	-78771
25.75833	-79407
25.76667	-79854
25.77500	-79850
25.78333	-80279
25.79167	-80761
25.80000	-80809
25.80833	-81867
25.81667	-83119
25.82500	-84551
25.83333	-85150
25.84167	-84867
25.85000	-85283
25.85833	-86604
25.86667	-87813
25.87500	-88560
25.88333	-89468
25.89167	-90399
25.90000	-91534
25.90833	-91760
25.91667	-91709
25.92500	-92553
25.93333	-93575
25.94167	-94089
25.95000	-94374
25.95833	-94621
25.96667	-95547
25.97500	-95747
25.98333	-96108
25.99167	-97056
26.00000	-97759
26.00833	-97953
26.01667	-98464
26.02500	-98947
26.03333	-99841
26.04167	-100456
26.05000	-101167
26.05833	-101856
26.06667	-102766
26.07500	-103633
26.08333	-104402
26.09167	-105062
26.10000	-105517
